priority,document_id,document_title,document_type,business_area,plant,owner_id,status,rule_id,rule_name,issue_description,recommended_action,target_resolution_days,data_quality_score,risk_category
Critical,DOC-10070,Non-Disclosure Agreement - DOC-10070,NDA,Engineering,CHI-02,OWN-005,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10070,Non-Disclosure Agreement - DOC-10070,NDA,Engineering,CHI-02,OWN-005,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,10,Critical Risk
Critical,DOC-10186,Service Contract Agreement - DOC-10186,Contract,Program Management,QRO-01,OWN-018,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,10,Critical Risk
Critical,DOC-10186,Service Contract Agreement - DOC-10186,Contract,Program Management,QRO-01,OWN-018,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10186,Service Contract Agreement - DOC-10186,Contract,Program Management,QRO-01,OWN-018,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,10,Critical Risk
Critical,DOC-10267,Operational Work Instruction - DOC-10267,Work Instruction,Compliance,CHI-02,OWN-019,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,10,Critical Risk
Critical,DOC-10267,Operational Work Instruction - DOC-10267,Work Instruction,Compliance,CHI-02,OWN-019,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10531,Quality Inspection Record - DOC-10531,Quality Record,Supply Chain,CHI-02,OWN-029,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,10,Critical Risk
Critical,DOC-10531,Quality Inspection Record - DOC-10531,Quality Record,Supply Chain,CHI-02,OWN-029,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10531,Quality Inspection Record - DOC-10531,Quality Record,Supply Chain,CHI-02,OWN-029,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,10,Critical Risk
Critical,DOC-10532,Standard Operating Procedure - DOC-10532,SOP,Compliance,MTY-01,OWN-027,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,10,Critical Risk
Critical,DOC-10532,Standard Operating Procedure - DOC-10532,SOP,Compliance,MTY-01,OWN-027,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10641,Service Contract Agreement - DOC-10641,Contract,Compliance,CHI-02,,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,10,Critical Risk
Critical,DOC-10641,Service Contract Agreement - DOC-10641,Contract,Compliance,CHI-02,,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10659,Operational Work Instruction - DOC-10659,Work Instruction,Compliance,ELP-01,,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,10,Critical Risk
Critical,DOC-10659,Operational Work Instruction - DOC-10659,Work Instruction,Compliance,ELP-01,,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10666,Standard Operating Procedure - DOC-10666,SOP,Finance,CHI-01,OWN-044,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,10,Critical Risk
Critical,DOC-10666,Standard Operating Procedure - DOC-10666,SOP,Finance,CHI-01,OWN-044,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10700,Operational Work Instruction - DOC-10700,Work Instruction,Supply Chain,CHI-02,OWN-027,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10700,Operational Work Instruction - DOC-10700,Work Instruction,Supply Chain,CHI-02,OWN-027,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,10,Critical Risk
Critical,DOC-10811,Standard Operating Procedure - DOC-10811,SOP,Compliance,ELP-01,OWN-019,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,10,Critical Risk
Critical,DOC-10811,Standard Operating Procedure - DOC-10811,SOP,Compliance,ELP-01,OWN-019,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10829,Non-Disclosure Agreement - DOC-10829,NDA,Compliance,QRO-01,OWN-002,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,10,Critical Risk
Critical,DOC-10829,Non-Disclosure Agreement - DOC-10829,NDA,Compliance,QRO-01,OWN-002,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10882,Quality Inspection Record - DOC-10882,Quality Record,Compliance,CHI-01,OWN-020,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,10,Critical Risk
Critical,DOC-10882,Quality Inspection Record - DOC-10882,Quality Record,Compliance,CHI-01,OWN-020,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10882,Quality Inspection Record - DOC-10882,Quality Record,Compliance,CHI-01,OWN-020,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,10,Critical Risk
Critical,DOC-10949,Quality Inspection Record - DOC-10949,Quality Record,Quality,QRO-01,OWN-020,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,10,Critical Risk
Critical,DOC-10949,Quality Inspection Record - DOC-10949,Quality Record,Quality,QRO-01,OWN-020,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,10,Critical Risk
Critical,DOC-10949,Quality Inspection Record - DOC-10949,Quality Record,Quality,QRO-01,OWN-020,Active,DQ-006,Invalid Date Sequence,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,10,Critical Risk
Critical,DOC-10098,Service Contract Agreement - DOC-10098,Contract,Quality,CHI-02,OWN-030,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,20,Critical Risk
Critical,DOC-10098,Service Contract Agreement - DOC-10098,Contract,Quality,CHI-02,OWN-030,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,20,Critical Risk
Critical,DOC-10099,Quality Inspection Record - DOC-10099,Quality Record,Supply Chain,CHI-02,OWN-036,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,20,Critical Risk
Critical,DOC-10099,Quality Inspection Record - DOC-10099,Quality Record,Supply Chain,CHI-02,OWN-036,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,20,Critical Risk
Critical,DOC-10102,Regulatory Compliance Document - DOC-10102,Compliance Document,Operations,CHI-01,OWN-002,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,20,Critical Risk
Critical,DOC-10102,Regulatory Compliance Document - DOC-10102,Compliance Document,Operations,CHI-01,OWN-002,Active,DQ-006,Invalid Date Sequence,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,20,Critical Risk
Critical,DOC-10106,Standard Operating Procedure - DOC-10106,SOP,Compliance,CHI-02,OWN-023,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,20,Critical Risk
Critical,DOC-10109,Service Contract Agreement - DOC-10109,Contract,Engineering,CHI-01,OWN-047,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,20,Critical Risk
Critical,DOC-10109,Service Contract Agreement - DOC-10109,Contract,Engineering,CHI-01,OWN-047,Active,DQ-006,Invalid Date Sequence,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,20,Critical Risk
Critical,DOC-10558,Operational Work Instruction - DOC-10558,Work Instruction,Finance,QRO-01,OWN-026,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,20,Critical Risk
Critical,DOC-10558,Operational Work Instruction - DOC-10558,Work Instruction,Finance,QRO-01,OWN-026,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,20,Critical Risk
Critical,DOC-10616,Non-Disclosure Agreement - DOC-10616,NDA,Operations,CHI-02,OWN-040,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,20,Critical Risk
Critical,DOC-10616,Non-Disclosure Agreement - DOC-10616,NDA,Operations,CHI-02,OWN-040,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,20,Critical Risk
Critical,DOC-10628,Standard Operating Procedure - DOC-10628,SOP,Quality,CHI-02,OWN-038,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,20,Critical Risk
Critical,DOC-10628,Standard Operating Procedure - DOC-10628,SOP,Quality,CHI-02,OWN-038,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,20,Critical Risk
Critical,DOC-10713,Operational Work Instruction - DOC-10713,Work Instruction,Compliance,CHI-02,OWN-013,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,20,Critical Risk
Critical,DOC-10713,Operational Work Instruction - DOC-10713,Work Instruction,Compliance,CHI-02,OWN-013,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,20,Critical Risk
Critical,DOC-10715,Non-Disclosure Agreement - DOC-10715,NDA,Engineering,MTY-01,OWN-019,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,20,Critical Risk
Critical,DOC-10737,Regulatory Compliance Document - DOC-10737,Compliance Document,Engineering,CHI-02,OWN-023,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,20,Critical Risk
Critical,DOC-10757,Service Contract Agreement - DOC-10757,Contract,Quality,CHI-01,OWN-030,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,20,Critical Risk
Critical,DOC-10757,Service Contract Agreement - DOC-10757,Contract,Quality,CHI-01,OWN-030,Active,DQ-006,Invalid Date Sequence,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,20,Critical Risk
Critical,DOC-10841,Regulatory Compliance Document - DOC-10841,Compliance Document,Quality,QRO-01,OWN-012,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,20,Critical Risk
Critical,DOC-10909,Operational Work Instruction - DOC-10909,Work Instruction,Quality,ELP-01,OWN-048,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,20,Critical Risk
Critical,DOC-10909,Operational Work Instruction - DOC-10909,Work Instruction,Quality,ELP-01,OWN-048,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,20,Critical Risk
Critical,DOC-10975,Quality Inspection Record - DOC-10975,Quality Record,Engineering,CHI-01,OWN-012,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,20,Critical Risk
Critical,DOC-10061,Operational Work Instruction - DOC-10061,Work Instruction,,ELP-01,OWN-026,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,25,Critical Risk
Critical,DOC-10061,Operational Work Instruction - DOC-10061,Work Instruction,,ELP-01,OWN-026,Active,DQ-006,Invalid Date Sequence,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,25,Critical Risk
Critical,DOC-10507,Operational Work Instruction - DOC-10507,Work Instruction,Finance,,OWN-001,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,25,Critical Risk
Critical,DOC-10507,Operational Work Instruction - DOC-10507,Work Instruction,Finance,,OWN-001,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,25,Critical Risk
Critical,DOC-10519,Regulatory Compliance Document - DOC-10519,Compliance Document,Engineering,,OWN-041,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,25,Critical Risk
Critical,DOC-10519,Regulatory Compliance Document - DOC-10519,Compliance Document,Engineering,,OWN-041,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,25,Critical Risk
Critical,DOC-10643,Regulatory Compliance Document - DOC-10643,Compliance Document,,CHI-01,OWN-014,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,25,Critical Risk
Critical,DOC-10643,Regulatory Compliance Document - DOC-10643,Compliance Document,,CHI-01,OWN-014,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,25,Critical Risk
Critical,DOC-10763,Quality Inspection Record - DOC-10763,Quality Record,,CHI-01,OWN-032,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,25,Critical Risk
Critical,DOC-10763,Quality Inspection Record - DOC-10763,Quality Record,,CHI-01,OWN-032,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,25,Critical Risk
Critical,DOC-10855,Non-Disclosure Agreement - DOC-10855,NDA,Finance,,OWN-024,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,25,Critical Risk
Critical,DOC-10855,Non-Disclosure Agreement - DOC-10855,NDA,Finance,,OWN-024,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,25,Critical Risk
Critical,DOC-10011,Regulatory Compliance Document - DOC-10011,Compliance Document,Compliance,ELP-01,OWN-011,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10011,Regulatory Compliance Document - DOC-10011,Compliance Document,Compliance,ELP-01,OWN-011,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10028,Regulatory Compliance Document - DOC-10028,Compliance Document,Quality,CHI-02,OWN-003,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10028,Regulatory Compliance Document - DOC-10028,Compliance Document,Quality,CHI-02,OWN-003,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10029,Service Contract Agreement - DOC-10029,Contract,Engineering,CHI-01,OWN-017,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10029,Service Contract Agreement - DOC-10029,Contract,Engineering,CHI-01,OWN-017,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10034,Standard Operating Procedure - DOC-10034,SOP,Supply Chain,CHI-02,OWN-039,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10034,Standard Operating Procedure - DOC-10034,SOP,Supply Chain,CHI-02,OWN-039,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10040,Operational Work Instruction - DOC-10040,Work Instruction,Program Management,QRO-01,OWN-006,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10040,Operational Work Instruction - DOC-10040,Work Instruction,Program Management,QRO-01,OWN-006,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10056,Regulatory Compliance Document - DOC-10056,Compliance Document,Supply Chain,CHI-02,OWN-041,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10056,Regulatory Compliance Document - DOC-10056,Compliance Document,Supply Chain,CHI-02,OWN-041,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10059,Operational Work Instruction - DOC-10059,Work Instruction,Compliance,QRO-01,OWN-030,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10088,Service Contract Agreement - DOC-10088,Contract,Program Management,QRO-01,OWN-049,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10088,Service Contract Agreement - DOC-10088,Contract,Program Management,QRO-01,OWN-049,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10095,Service Contract Agreement - DOC-10095,Contract,Quality,CHI-02,OWN-024,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10095,Service Contract Agreement - DOC-10095,Contract,Quality,CHI-02,OWN-024,Active,DQ-006,Invalid Date Sequence,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,30,Critical Risk
Critical,DOC-10104,Quality Inspection Record - DOC-10104,Quality Record,Supply Chain,QRO-01,OWN-023,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10124,Service Contract Agreement - DOC-10124,Contract,Operations,QRO-01,OWN-011,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10124,Service Contract Agreement - DOC-10124,Contract,Operations,QRO-01,OWN-011,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10129,Service Contract Agreement - DOC-10129,Contract,Finance,ELP-01,OWN-033,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10129,Service Contract Agreement - DOC-10129,Contract,Finance,ELP-01,OWN-033,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10154,Service Contract Agreement - DOC-10154,Contract,Compliance,MTY-01,OWN-041,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10154,Service Contract Agreement - DOC-10154,Contract,Compliance,MTY-01,OWN-041,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10165,Quality Inspection Record - DOC-10165,Quality Record,Quality,CHI-02,OWN-018,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10165,Quality Inspection Record - DOC-10165,Quality Record,Quality,CHI-02,OWN-018,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10169,Quality Inspection Record - DOC-10169,Quality Record,Supply Chain,CHI-01,OWN-049,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10169,Quality Inspection Record - DOC-10169,Quality Record,Supply Chain,CHI-01,OWN-049,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10170,Operational Work Instruction - DOC-10170,Work Instruction,Quality,ELP-01,OWN-026,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10170,Operational Work Instruction - DOC-10170,Work Instruction,Quality,ELP-01,OWN-026,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10171,Quality Inspection Record - DOC-10171,Quality Record,Engineering,CHI-02,OWN-025,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10171,Quality Inspection Record - DOC-10171,Quality Record,Engineering,CHI-02,OWN-025,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10196,Regulatory Compliance Document - DOC-10196,Compliance Document,Engineering,MTY-01,OWN-049,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10196,Regulatory Compliance Document - DOC-10196,Compliance Document,Engineering,MTY-01,OWN-049,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10215,Regulatory Compliance Document - DOC-10215,Compliance Document,Supply Chain,MTY-01,OWN-044,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10215,Regulatory Compliance Document - DOC-10215,Compliance Document,Supply Chain,MTY-01,OWN-044,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10247,Operational Work Instruction - DOC-10247,Work Instruction,Quality,QRO-01,OWN-040,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10247,Operational Work Instruction - DOC-10247,Work Instruction,Quality,QRO-01,OWN-040,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10274,Standard Operating Procedure - DOC-10274,SOP,Supply Chain,CHI-02,OWN-024,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10274,Standard Operating Procedure - DOC-10274,SOP,Supply Chain,CHI-02,OWN-024,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10293,Quality Inspection Record - DOC-10293,Quality Record,Quality,CHI-02,OWN-041,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10293,Quality Inspection Record - DOC-10293,Quality Record,Quality,CHI-02,OWN-041,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10305,Service Contract Agreement - DOC-10305,Contract,Compliance,QRO-01,OWN-036,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10305,Service Contract Agreement - DOC-10305,Contract,Compliance,QRO-01,OWN-036,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10309,Operational Work Instruction - DOC-10309,Work Instruction,Operations,ELP-01,OWN-018,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10309,Operational Work Instruction - DOC-10309,Work Instruction,Operations,ELP-01,OWN-018,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10336,Quality Inspection Record - DOC-10336,Quality Record,Engineering,ELP-01,OWN-044,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10336,Quality Inspection Record - DOC-10336,Quality Record,Engineering,ELP-01,OWN-044,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10338,Quality Inspection Record - DOC-10338,Quality Record,Finance,ELP-01,OWN-001,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10338,Quality Inspection Record - DOC-10338,Quality Record,Finance,ELP-01,OWN-001,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10348,Regulatory Compliance Document - DOC-10348,Compliance Document,Operations,CHI-02,OWN-029,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
Critical,DOC-10348,Regulatory Compliance Document - DOC-10348,Compliance Document,Operations,CHI-02,OWN-029,Active,DQ-005,Confidential Document Missing Approval,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk
Critical,DOC-10406,Non-Disclosure Agreement - DOC-10406,NDA,Compliance,ELP-01,OWN-022,Active,DQ-001,Active Document Is Expired,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk
Critical,DOC-10406,Non-Disclosure Agreement - DOC-10406,NDA,Compliance,ELP-01,OWN-022,Active,DQ-004,Active Document Missing Approval,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk
