audit_id,document_id,document_title,document_type,business_area,plant,owner_id,status,rule_id,rule_name,severity,issue_detected,issue_description,recommended_action,target_resolution_days,data_quality_score,risk_category,total_issues,critical_issues,high_issues,medium_issues,low_issues
AUD-001479,DOC-10855,Non-Disclosure Agreement - DOC-10855,NDA,Finance,,OWN-024,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,25,Critical Risk,4,2,0,1,1
AUD-001480,DOC-10855,Non-Disclosure Agreement - DOC-10855,NDA,Finance,,OWN-024,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,25,Critical Risk,4,2,0,1,1
AUD-000018,DOC-10011,Regulatory Compliance Document - DOC-10011,Compliance Document,Compliance,ELP-01,OWN-011,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000019,DOC-10011,Regulatory Compliance Document - DOC-10011,Compliance Document,Compliance,ELP-01,OWN-011,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000055,DOC-10028,Regulatory Compliance Document - DOC-10028,Compliance Document,Quality,CHI-02,OWN-003,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000056,DOC-10028,Regulatory Compliance Document - DOC-10028,Compliance Document,Quality,CHI-02,OWN-003,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000058,DOC-10029,Service Contract Agreement - DOC-10029,Contract,Engineering,CHI-01,OWN-017,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000059,DOC-10029,Service Contract Agreement - DOC-10029,Contract,Engineering,CHI-01,OWN-017,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000069,DOC-10034,Standard Operating Procedure - DOC-10034,SOP,Supply Chain,CHI-02,OWN-039,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000070,DOC-10034,Standard Operating Procedure - DOC-10034,SOP,Supply Chain,CHI-02,OWN-039,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000080,DOC-10040,Operational Work Instruction - DOC-10040,Work Instruction,Program Management,QRO-01,OWN-006,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000081,DOC-10040,Operational Work Instruction - DOC-10040,Work Instruction,Program Management,QRO-01,OWN-006,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000102,DOC-10056,Regulatory Compliance Document - DOC-10056,Compliance Document,Supply Chain,CHI-02,OWN-041,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000103,DOC-10056,Regulatory Compliance Document - DOC-10056,Compliance Document,Supply Chain,CHI-02,OWN-041,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000108,DOC-10059,Operational Work Instruction - DOC-10059,Work Instruction,Compliance,QRO-01,OWN-030,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,4,1,1,2,0
AUD-000153,DOC-10088,Service Contract Agreement - DOC-10088,Contract,Program Management,QRO-01,OWN-049,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000154,DOC-10088,Service Contract Agreement - DOC-10088,Contract,Program Management,QRO-01,OWN-049,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000164,DOC-10095,Service Contract Agreement - DOC-10095,Contract,Quality,CHI-02,OWN-024,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000165,DOC-10095,Service Contract Agreement - DOC-10095,Contract,Quality,CHI-02,OWN-024,Active,DQ-006,Invalid Date Sequence,Critical,True,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,30,Critical Risk,3,2,0,1,0
AUD-000192,DOC-10104,Quality Inspection Record - DOC-10104,Quality Record,Supply Chain,QRO-01,OWN-023,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,4,1,1,2,0
AUD-000226,DOC-10124,Service Contract Agreement - DOC-10124,Contract,Operations,QRO-01,OWN-011,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000227,DOC-10124,Service Contract Agreement - DOC-10124,Contract,Operations,QRO-01,OWN-011,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000232,DOC-10129,Service Contract Agreement - DOC-10129,Contract,Finance,ELP-01,OWN-033,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000233,DOC-10129,Service Contract Agreement - DOC-10129,Contract,Finance,ELP-01,OWN-033,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000281,DOC-10154,Service Contract Agreement - DOC-10154,Contract,Compliance,MTY-01,OWN-041,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000282,DOC-10154,Service Contract Agreement - DOC-10154,Contract,Compliance,MTY-01,OWN-041,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000296,DOC-10165,Quality Inspection Record - DOC-10165,Quality Record,Quality,CHI-02,OWN-018,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000297,DOC-10165,Quality Inspection Record - DOC-10165,Quality Record,Quality,CHI-02,OWN-018,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000299,DOC-10169,Quality Inspection Record - DOC-10169,Quality Record,Supply Chain,CHI-01,OWN-049,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000300,DOC-10169,Quality Inspection Record - DOC-10169,Quality Record,Supply Chain,CHI-01,OWN-049,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000302,DOC-10170,Operational Work Instruction - DOC-10170,Work Instruction,Quality,ELP-01,OWN-026,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000303,DOC-10170,Operational Work Instruction - DOC-10170,Work Instruction,Quality,ELP-01,OWN-026,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000305,DOC-10171,Quality Inspection Record - DOC-10171,Quality Record,Engineering,CHI-02,OWN-025,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000306,DOC-10171,Quality Inspection Record - DOC-10171,Quality Record,Engineering,CHI-02,OWN-025,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000336,DOC-10196,Regulatory Compliance Document - DOC-10196,Compliance Document,Engineering,MTY-01,OWN-049,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000337,DOC-10196,Regulatory Compliance Document - DOC-10196,Compliance Document,Engineering,MTY-01,OWN-049,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000363,DOC-10215,Regulatory Compliance Document - DOC-10215,Compliance Document,Supply Chain,MTY-01,OWN-044,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000364,DOC-10215,Regulatory Compliance Document - DOC-10215,Compliance Document,Supply Chain,MTY-01,OWN-044,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000412,DOC-10247,Operational Work Instruction - DOC-10247,Work Instruction,Quality,QRO-01,OWN-040,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000413,DOC-10247,Operational Work Instruction - DOC-10247,Work Instruction,Quality,QRO-01,OWN-040,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000464,DOC-10274,Standard Operating Procedure - DOC-10274,SOP,Supply Chain,CHI-02,OWN-024,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000465,DOC-10274,Standard Operating Procedure - DOC-10274,SOP,Supply Chain,CHI-02,OWN-024,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000499,DOC-10293,Quality Inspection Record - DOC-10293,Quality Record,Quality,CHI-02,OWN-041,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000500,DOC-10293,Quality Inspection Record - DOC-10293,Quality Record,Quality,CHI-02,OWN-041,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000526,DOC-10305,Service Contract Agreement - DOC-10305,Contract,Compliance,QRO-01,OWN-036,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000527,DOC-10305,Service Contract Agreement - DOC-10305,Contract,Compliance,QRO-01,OWN-036,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000536,DOC-10309,Operational Work Instruction - DOC-10309,Work Instruction,Operations,ELP-01,OWN-018,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000537,DOC-10309,Operational Work Instruction - DOC-10309,Work Instruction,Operations,ELP-01,OWN-018,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000578,DOC-10336,Quality Inspection Record - DOC-10336,Quality Record,Engineering,ELP-01,OWN-044,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000579,DOC-10336,Quality Inspection Record - DOC-10336,Quality Record,Engineering,ELP-01,OWN-044,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000583,DOC-10338,Quality Inspection Record - DOC-10338,Quality Record,Finance,ELP-01,OWN-001,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000584,DOC-10338,Quality Inspection Record - DOC-10338,Quality Record,Finance,ELP-01,OWN-001,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000598,DOC-10348,Regulatory Compliance Document - DOC-10348,Compliance Document,Operations,CHI-02,OWN-029,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000599,DOC-10348,Regulatory Compliance Document - DOC-10348,Compliance Document,Operations,CHI-02,OWN-029,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000697,DOC-10406,Non-Disclosure Agreement - DOC-10406,NDA,Compliance,ELP-01,OWN-022,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000698,DOC-10406,Non-Disclosure Agreement - DOC-10406,NDA,Compliance,ELP-01,OWN-022,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000746,DOC-10446,Non-Disclosure Agreement - DOC-10446,NDA,Supply Chain,CHI-01,OWN-015,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000747,DOC-10446,Non-Disclosure Agreement - DOC-10446,NDA,Supply Chain,CHI-01,OWN-015,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000760,DOC-10454,Service Contract Agreement - DOC-10454,Contract,Compliance,MTY-01,OWN-025,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000761,DOC-10454,Service Contract Agreement - DOC-10454,Contract,Compliance,MTY-01,OWN-025,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000830,DOC-10497,Non-Disclosure Agreement - DOC-10497,NDA,Quality,CHI-02,OWN-019,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,4,1,1,2,0
AUD-000839,DOC-10501,Operational Work Instruction - DOC-10501,Work Instruction,Compliance,CHI-01,OWN-004,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000840,DOC-10501,Operational Work Instruction - DOC-10501,Work Instruction,Compliance,CHI-01,OWN-004,Active,DQ-006,Invalid Date Sequence,Critical,True,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,30,Critical Risk,3,2,0,1,0
AUD-000843,DOC-10503,Quality Inspection Record - DOC-10503,Quality Record,Program Management,QRO-01,OWN-038,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000844,DOC-10503,Quality Inspection Record - DOC-10503,Quality Record,Program Management,QRO-01,OWN-038,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000862,DOC-10515,Operational Work Instruction - DOC-10515,Work Instruction,Program Management,QRO-01,OWN-021,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000863,DOC-10515,Operational Work Instruction - DOC-10515,Work Instruction,Program Management,QRO-01,OWN-021,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-000891,DOC-10529,Standard Operating Procedure - DOC-10529,SOP,Compliance,CHI-02,OWN-024,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000892,DOC-10529,Standard Operating Procedure - DOC-10529,SOP,Compliance,CHI-02,OWN-024,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000975,DOC-10573,Standard Operating Procedure - DOC-10573,SOP,Compliance,QRO-01,OWN-043,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000976,DOC-10573,Standard Operating Procedure - DOC-10573,SOP,Compliance,QRO-01,OWN-043,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-000988,DOC-10579,Standard Operating Procedure - DOC-10579,SOP,Quality,MTY-01,OWN-021,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-000989,DOC-10579,Standard Operating Procedure - DOC-10579,SOP,Quality,MTY-01,OWN-021,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001001,DOC-10587,Quality Inspection Record - DOC-10587,Quality Record,Finance,QRO-01,OWN-036,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001002,DOC-10587,Quality Inspection Record - DOC-10587,Quality Record,Finance,QRO-01,OWN-036,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-001071,DOC-10621,Quality Inspection Record - DOC-10621,Quality Record,Compliance,CHI-01,OWN-018,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-001072,DOC-10621,Quality Inspection Record - DOC-10621,Quality Record,Compliance,CHI-01,OWN-018,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-001120,DOC-10650,Quality Inspection Record - DOC-10650,Quality Record,Quality,MTY-01,OWN-040,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-001121,DOC-10650,Quality Inspection Record - DOC-10650,Quality Record,Quality,MTY-01,OWN-040,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001132,DOC-10654,Quality Inspection Record - DOC-10654,Quality Record,Quality,QRO-01,OWN-047,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-001133,DOC-10654,Quality Inspection Record - DOC-10654,Quality Record,Quality,QRO-01,OWN-047,Active,DQ-006,Invalid Date Sequence,Critical,True,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,30,Critical Risk,3,2,0,1,0
AUD-001143,DOC-10661,Regulatory Compliance Document - DOC-10661,Compliance Document,Supply Chain,QRO-01,OWN-008,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001144,DOC-10661,Regulatory Compliance Document - DOC-10661,Compliance Document,Supply Chain,QRO-01,OWN-008,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-001166,DOC-10673,Regulatory Compliance Document - DOC-10673,Compliance Document,Quality,ELP-01,OWN-028,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-001167,DOC-10673,Regulatory Compliance Document - DOC-10673,Compliance Document,Quality,ELP-01,OWN-028,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001189,DOC-10692,Service Contract Agreement - DOC-10692,Contract,Finance,ELP-01,OWN-038,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-001190,DOC-10692,Service Contract Agreement - DOC-10692,Contract,Finance,ELP-01,OWN-038,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001236,DOC-10716,Standard Operating Procedure - DOC-10716,SOP,Finance,QRO-01,OWN-036,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-001237,DOC-10716,Standard Operating Procedure - DOC-10716,SOP,Finance,QRO-01,OWN-036,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001249,DOC-10722,Service Contract Agreement - DOC-10722,Contract,Finance,CHI-01,OWN-047,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-001250,DOC-10722,Service Contract Agreement - DOC-10722,Contract,Finance,CHI-01,OWN-047,Active,DQ-006,Invalid Date Sequence,Critical,True,Expiration date is earlier than the effective date.,Correct the effective date or expiration date.,7,30,Critical Risk,3,2,0,1,0
AUD-001256,DOC-10725,Standard Operating Procedure - DOC-10725,SOP,Program Management,QRO-01,OWN-047,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-001257,DOC-10725,Standard Operating Procedure - DOC-10725,SOP,Program Management,QRO-01,OWN-047,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001282,DOC-10742,Non-Disclosure Agreement - DOC-10742,NDA,Compliance,QRO-01,OWN-037,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-001283,DOC-10742,Non-Disclosure Agreement - DOC-10742,NDA,Compliance,QRO-01,OWN-037,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001299,DOC-10753,Quality Inspection Record - DOC-10753,Quality Record,Engineering,CHI-01,OWN-011,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-001300,DOC-10753,Quality Inspection Record - DOC-10753,Quality Record,Engineering,CHI-01,OWN-011,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001336,DOC-10772,Regulatory Compliance Document - DOC-10772,Compliance Document,Program Management,ELP-01,OWN-007,Active,DQ-001,Active Document Is Expired,Critical,True,Document is marked as active but the expiration date has already passed.,"Renew the document, update the expiration date, or change the document status.",7,30,Critical Risk,3,2,0,1,0
AUD-001337,DOC-10772,Regulatory Compliance Document - DOC-10772,Compliance Document,Program Management,ELP-01,OWN-007,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001349,DOC-10779,Non-Disclosure Agreement - DOC-10779,NDA,Compliance,CHI-02,OWN-008,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001350,DOC-10779,Non-Disclosure Agreement - DOC-10779,NDA,Compliance,CHI-02,OWN-008,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
AUD-001393,DOC-10808,Standard Operating Procedure - DOC-10808,SOP,Program Management,MTY-01,OWN-038,Active,DQ-004,Active Document Missing Approval,Critical,True,Active document does not have a valid approval status.,Route the document for approval or update the approval record.,7,30,Critical Risk,3,2,0,1,0
AUD-001394,DOC-10808,Standard Operating Procedure - DOC-10808,SOP,Program Management,MTY-01,OWN-038,Active,DQ-005,Confidential Document Missing Approval,Critical,True,Confidential or restricted document does not have formal approval.,Obtain formal approval for the document.,7,30,Critical Risk,3,2,0,1,0
