document_id,document_title,document_type,business_area,plant,owner_id,status,approval_status,confidentiality_level,total_issues,critical_issues,high_issues,medium_issues,low_issues,total_penalty_points,data_quality_score,risk_category
DOC-10932,Standard Operating Procedure - DOC-10932,SOP,Quality,,OWN-019,Active,Approved,Internal,4,1,1,1,1,65,35,Critical Risk
DOC-10007,Quality Inspection Record - DOC-10007,Quality Record,Compliance,QRO-01,OWN-043,Active,Approved,Restricted,2,2,0,0,0,60,40,High Risk
DOC-10015,Service Contract Agreement - DOC-10015,Contract,Supply Chain,ELP-01,OWN-047,Active,Missing,Confidential,2,2,0,0,0,60,40,High Risk
DOC-10024,Operational Work Instruction - DOC-10024,Work Instruction,Operations,CHI-01,OWN-025,Active,Missing,Confidential,2,2,0,0,0,60,40,High Risk
DOC-10027,Service Contract Agreement - DOC-10027,Contract,Operations,CHI-01,OWN-022,Active,Pending,Internal,2,2,0,0,0,60,40,High Risk
DOC-10086,Standard Operating Procedure - DOC-10086,SOP,Program Management,ELP-01,OWN-007,Active,Missing,Confidential,2,2,0,0,0,60,40,High Risk
DOC-10091,Operational Work Instruction - DOC-10091,Work Instruction,Supply Chain,ELP-01,OWN-013,Active,Approved,Internal,2,2,0,0,0,60,40,High Risk
DOC-10105,Quality Inspection Record - DOC-10105,Quality Record,Program Management,CHI-01,OWN-003,Active,Approved,Restricted,2,2,0,0,0,60,40,High Risk
DOC-10145,Standard Operating Procedure - DOC-10145,SOP,Finance,ELP-01,OWN-044,Active,Pending,Restricted,2,2,0,0,0,60,40,High Risk
DOC-10181,Service Contract Agreement - DOC-10181,Contract,Supply Chain,CHI-01,OWN-037,Active,Missing,Confidential,2,2,0,0,0,60,40,High Risk
DOC-10194,Service Contract Agreement - DOC-10194,Contract,Engineering,QRO-01,OWN-040,Active,Approved,Internal,2,2,0,0,0,60,40,High Risk
DOC-10200,Non-Disclosure Agreement - DOC-10200,NDA,Engineering,ELP-01,OWN-020,Active,Missing,Restricted,2,2,0,0,0,60,40,High Risk
DOC-10284,Non-Disclosure Agreement - DOC-10284,NDA,Engineering,QRO-01,OWN-007,Active,Approved,Internal,2,2,0,0,0,60,40,High Risk
DOC-10288,Service Contract Agreement - DOC-10288,Contract,Finance,ELP-01,OWN-046,Active,Pending,Confidential,2,2,0,0,0,60,40,High Risk
DOC-10302,Operational Work Instruction - DOC-10302,Work Instruction,Engineering,QRO-01,OWN-042,Active,Pending,Public,2,2,0,0,0,60,40,High Risk
DOC-10352,Operational Work Instruction - DOC-10352,Work Instruction,Compliance,QRO-01,OWN-041,Active,Pending,Restricted,2,2,0,0,0,60,40,High Risk
DOC-10354,Standard Operating Procedure - DOC-10354,SOP,Program Management,CHI-01,OWN-020,Active,Approved,Internal,2,2,0,0,0,60,40,High Risk
DOC-10355,Quality Inspection Record - DOC-10355,Quality Record,Supply Chain,MTY-01,OWN-011,Active,Pending,Confidential,2,2,0,0,0,60,40,High Risk
DOC-10499,Service Contract Agreement - DOC-10499,Contract,Supply Chain,CHI-01,OWN-029,Active,Missing,Confidential,2,2,0,0,0,60,40,High Risk
DOC-10538,Regulatory Compliance Document - DOC-10538,Compliance Document,Operations,CHI-02,OWN-046,Active,Approved,Restricted,2,2,0,0,0,60,40,High Risk
DOC-10541,Standard Operating Procedure - DOC-10541,SOP,Engineering,QRO-01,OWN-031,Active,Missing,Restricted,2,2,0,0,0,60,40,High Risk
DOC-10638,Operational Work Instruction - DOC-10638,Work Instruction,Engineering,QRO-01,OWN-037,Active,Missing,Confidential,2,2,0,0,0,60,40,High Risk
DOC-10653,Quality Inspection Record - DOC-10653,Quality Record,Supply Chain,CHI-02,OWN-005,Active,Missing,Public,2,2,0,0,0,60,40,High Risk
DOC-10688,Operational Work Instruction - DOC-10688,Work Instruction,Supply Chain,CHI-02,OWN-038,Active,Missing,Confidential,2,2,0,0,0,60,40,High Risk
DOC-10703,Operational Work Instruction - DOC-10703,Work Instruction,Quality,ELP-01,OWN-009,Active,Approved,Restricted,2,2,0,0,0,60,40,High Risk
DOC-10733,Non-Disclosure Agreement - DOC-10733,NDA,Supply Chain,CHI-02,OWN-015,Active,Missing,Confidential,2,2,0,0,0,60,40,High Risk
DOC-10744,Quality Inspection Record - DOC-10744,Quality Record,Operations,CHI-02,OWN-046,Active,Pending,Restricted,2,2,0,0,0,60,40,High Risk
DOC-10754,Non-Disclosure Agreement - DOC-10754,NDA,Engineering,ELP-01,OWN-042,Active,Missing,Restricted,2,2,0,0,0,60,40,High Risk
DOC-10765,Quality Inspection Record - DOC-10765,Quality Record,Compliance,MTY-01,OWN-024,Active,Pending,Public,2,2,0,0,0,60,40,High Risk
DOC-10885,Non-Disclosure Agreement - DOC-10885,NDA,Finance,CHI-02,OWN-015,Active,Missing,Confidential,2,2,0,0,0,60,40,High Risk
DOC-10911,Quality Inspection Record - DOC-10911,Quality Record,Compliance,ELP-01,OWN-038,Active,Approved,Internal,2,2,0,0,0,60,40,High Risk
DOC-10919,Operational Work Instruction - DOC-10919,Work Instruction,Engineering,CHI-02,OWN-025,Active,Pending,Confidential,2,2,0,0,0,60,40,High Risk
DOC-10948,Regulatory Compliance Document - DOC-10948,Compliance Document,Quality,ELP-01,OWN-039,Active,Approved,Internal,2,2,0,0,0,60,40,High Risk
DOC-10013,Service Contract Agreement - DOC-10013,Contract,Supply Chain,CHI-01,OWN-050,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10016,Quality Inspection Record - DOC-10016,Quality Record,Operations,MTY-01,OWN-027,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10021,Operational Work Instruction - DOC-10021,Work Instruction,Program Management,QRO-01,,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10037,Service Contract Agreement - DOC-10037,Contract,Finance,ELP-01,OWN-012,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10048,Quality Inspection Record - DOC-10048,Quality Record,Operations,CHI-01,OWN-050,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10072,Non-Disclosure Agreement - DOC-10072,NDA,Supply Chain,MTY-01,,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10100,Standard Operating Procedure - DOC-10100,SOP,Finance,ELP-01,,Active,Rejected,Restricted,3,1,1,1,0,60,40,High Risk
DOC-10103,Standard Operating Procedure - DOC-10103,SOP,Supply Chain,QRO-01,OWN-040,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10116,Standard Operating Procedure - DOC-10116,SOP,Finance,CHI-01,OWN-002,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10183,Non-Disclosure Agreement - DOC-10183,NDA,Engineering,MTY-01,OWN-023,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10193,Regulatory Compliance Document - DOC-10193,Compliance Document,Operations,CHI-01,,Active,Rejected,Public,3,1,1,1,0,60,40,High Risk
DOC-10217,Quality Inspection Record - DOC-10217,Quality Record,Program Management,MTY-01,OWN-027,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10230,Standard Operating Procedure - DOC-10230,SOP,Compliance,ELP-01,OWN-012,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10232,Operational Work Instruction - DOC-10232,Work Instruction,Program Management,ELP-01,,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10269,Service Contract Agreement - DOC-10269,Contract,Compliance,CHI-01,OWN-040,Active,Approved,Restricted,3,1,1,1,0,60,40,High Risk
DOC-10279,Quality Inspection Record - DOC-10279,Quality Record,Supply Chain,CHI-01,OWN-023,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10283,Standard Operating Procedure - DOC-10283,SOP,Supply Chain,CHI-02,OWN-050,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10306,Service Contract Agreement - DOC-10306,Contract,Compliance,QRO-01,OWN-012,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10323,Non-Disclosure Agreement - DOC-10323,NDA,Quality,MTY-01,OWN-042,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10324,Operational Work Instruction - DOC-10324,Work Instruction,Operations,ELP-01,OWN-050,Active,Approved,Restricted,3,1,1,1,0,60,40,High Risk
DOC-10366,Service Contract Agreement - DOC-10366,Contract,Program Management,ELP-01,OWN-050,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10377,Standard Operating Procedure - DOC-10377,SOP,Compliance,ELP-01,,Active,Pending,Internal,3,1,1,1,0,60,40,High Risk
DOC-10392,Service Contract Agreement - DOC-10392,Contract,Program Management,CHI-02,OWN-005,Active,Approved,Restricted,3,1,1,1,0,60,40,High Risk
DOC-10439,Regulatory Compliance Document - DOC-10439,Compliance Document,Engineering,CHI-02,OWN-002,Active,Approved,Public,3,1,1,1,0,60,40,High Risk
DOC-10462,Regulatory Compliance Document - DOC-10462,Compliance Document,Compliance,MTY-01,OWN-027,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10464,Quality Inspection Record - DOC-10464,Quality Record,Quality,CHI-01,OWN-010,Active,Approved,Restricted,3,1,1,1,0,60,40,High Risk
DOC-10513,Operational Work Instruction - DOC-10513,Work Instruction,Engineering,MTY-01,OWN-050,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10517,Quality Inspection Record - DOC-10517,Quality Record,Operations,ELP-01,OWN-002,Active,Approved,Public,3,1,1,1,0,60,40,High Risk
DOC-10545,Non-Disclosure Agreement - DOC-10545,NDA,Operations,ELP-01,OWN-017,Draft,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10553,Regulatory Compliance Document - DOC-10553,Compliance Document,Compliance,QRO-01,OWN-015,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10567,Quality Inspection Record - DOC-10567,Quality Record,Program Management,CHI-01,OWN-015,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10570,Quality Inspection Record - DOC-10570,Quality Record,Program Management,MTY-01,OWN-009,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10591,Non-Disclosure Agreement - DOC-10591,NDA,Quality,QRO-01,OWN-027,Active,Rejected,Internal,3,1,1,1,0,60,40,High Risk
DOC-10593,Non-Disclosure Agreement - DOC-10593,NDA,Engineering,QRO-01,OWN-020,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10647,Standard Operating Procedure - DOC-10647,SOP,Supply Chain,CHI-01,,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10651,Service Contract Agreement - DOC-10651,Contract,Compliance,ELP-01,,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10684,Quality Inspection Record - DOC-10684,Quality Record,Compliance,MTY-01,,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10691,Regulatory Compliance Document - DOC-10691,Compliance Document,Supply Chain,CHI-02,OWN-023,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10704,Non-Disclosure Agreement - DOC-10704,NDA,Engineering,QRO-01,OWN-031,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10730,Non-Disclosure Agreement - DOC-10730,NDA,Program Management,CHI-01,OWN-050,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10770,Quality Inspection Record - DOC-10770,Quality Record,Engineering,ELP-01,OWN-027,Active,Approved,Public,3,1,1,1,0,60,40,High Risk
DOC-10780,Standard Operating Procedure - DOC-10780,SOP,Quality,ELP-01,OWN-019,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10823,Operational Work Instruction - DOC-10823,Work Instruction,Engineering,CHI-01,OWN-002,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10849,Service Contract Agreement - DOC-10849,Contract,Engineering,ELP-01,OWN-050,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10859,Service Contract Agreement - DOC-10859,Contract,Operations,QRO-01,OWN-024,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10861,Standard Operating Procedure - DOC-10861,SOP,Supply Chain,CHI-02,,Active,Approved,Restricted,3,1,1,1,0,60,40,High Risk
DOC-10879,Standard Operating Procedure - DOC-10879,SOP,Quality,QRO-01,OWN-050,Active,Approved,Restricted,3,1,1,1,0,60,40,High Risk
DOC-10908,Quality Inspection Record - DOC-10908,Quality Record,Quality,ELP-01,OWN-012,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10910,Service Contract Agreement - DOC-10910,Contract,Operations,ELP-01,OWN-012,Active,Missing,Internal,3,1,1,1,0,60,40,High Risk
DOC-10914,Operational Work Instruction - DOC-10914,Work Instruction,Finance,QRO-01,OWN-030,Active,Approved,Confidential,3,1,1,1,0,60,40,High Risk
DOC-10963,Standard Operating Procedure - DOC-10963,SOP,Supply Chain,MTY-01,OWN-020,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10969,Regulatory Compliance Document - DOC-10969,Compliance Document,Compliance,ELP-01,OWN-021,Active,Approved,Internal,3,1,1,1,0,60,40,High Risk
DOC-10115,Operational Work Instruction - DOC-10115,Work Instruction,Compliance,CHI-02,OWN-023,Active,Pending,Internal,2,1,1,0,0,50,50,High Risk
DOC-10155,Quality Inspection Record - DOC-10155,Quality Record,Program Management,MTY-01,OWN-012,Active,Pending,Internal,2,1,1,0,0,50,50,High Risk
DOC-10239,Non-Disclosure Agreement - DOC-10239,NDA,Compliance,CHI-02,OWN-022,Active,Approved,Confidential,2,1,1,0,0,50,50,High Risk
DOC-10252,Quality Inspection Record - DOC-10252,Quality Record,Program Management,CHI-02,OWN-050,Obsolete,Rejected,Restricted,2,1,1,0,0,50,50,High Risk
DOC-10277,Quality Inspection Record - DOC-10277,Quality Record,Supply Chain,MTY-01,OWN-002,Expired,Rejected,Restricted,2,1,1,0,0,50,50,High Risk
DOC-10287,Non-Disclosure Agreement - DOC-10287,NDA,Program Management,CHI-02,,Active,Pending,Internal,2,1,1,0,0,50,50,High Risk
DOC-10383,Regulatory Compliance Document - DOC-10383,Compliance Document,Quality,CHI-01,OWN-040,Active,Approved,Public,2,1,1,0,0,50,50,High Risk
DOC-10453,Standard Operating Procedure - DOC-10453,SOP,Compliance,CHI-02,OWN-024,Active,Approved,Restricted,2,1,1,0,0,50,50,High Risk
DOC-10461,Operational Work Instruction - DOC-10461,Work Instruction,Compliance,MTY-01,OWN-012,Obsolete,Missing,Confidential,2,1,1,0,0,50,50,High Risk
DOC-10468,Operational Work Instruction - DOC-10468,Work Instruction,Supply Chain,ELP-01,OWN-023,Active,Missing,Internal,2,1,1,0,0,50,50,High Risk
DOC-10516,Non-Disclosure Agreement - DOC-10516,NDA,Compliance,ELP-01,,Obsolete,Approved,Public,2,1,1,0,0,50,50,High Risk
DOC-10679,Regulatory Compliance Document - DOC-10679,Compliance Document,Program Management,CHI-02,,Active,Missing,Public,2,1,1,0,0,50,50,High Risk
DOC-10738,Regulatory Compliance Document - DOC-10738,Compliance Document,Finance,MTY-01,,Pending Approval,Approved,Internal,2,1,1,0,0,50,50,High Risk
DOC-10925,Operational Work Instruction - DOC-10925,Work Instruction,Supply Chain,ELP-01,,Active,Missing,Internal,2,1,1,0,0,50,50,High Risk
DOC-10970,Standard Operating Procedure - DOC-10970,SOP,Finance,ELP-01,OWN-028,Expired,Approved,Internal,2,1,1,0,0,50,50,High Risk
DOC-10012,Operational Work Instruction - DOC-10012,Work Instruction,Program Management,CHI-02,OWN-003,Draft,Rejected,Internal,3,1,0,2,0,50,50,High Risk
DOC-10042,Standard Operating Procedure - DOC-10042,SOP,Supply Chain,CHI-02,OWN-011,Active,Approved,Internal,3,1,0,2,0,50,50,High Risk
DOC-10133,Regulatory Compliance Document - DOC-10133,Compliance Document,Engineering,ELP-01,OWN-025,Active,Approved,Internal,3,1,0,2,0,50,50,High Risk
DOC-10149,Standard Operating Procedure - DOC-10149,SOP,Compliance,QRO-01,OWN-025,Active,Approved,Restricted,3,1,0,2,0,50,50,High Risk
DOC-10152,Non-Disclosure Agreement - DOC-10152,NDA,Operations,CHI-02,OWN-039,Active,Approved,Restricted,3,1,0,2,0,50,50,High Risk
DOC-10201,Non-Disclosure Agreement - DOC-10201,NDA,Quality,MTY-01,OWN-047,Active,Approved,Internal,3,1,0,2,0,50,50,High Risk
DOC-10250,Standard Operating Procedure - DOC-10250,SOP,Compliance,MTY-01,OWN-032,Draft,Rejected,Confidential,3,1,0,2,0,50,50,High Risk
DOC-10256,Quality Inspection Record - DOC-10256,Quality Record,Engineering,CHI-02,OWN-046,Active,Missing,Internal,3,1,0,2,0,50,50,High Risk
DOC-10266,Regulatory Compliance Document - DOC-10266,Compliance Document,Quality,CHI-01,OWN-044,Active,Approved,Confidential,3,1,0,2,0,50,50,High Risk
DOC-10281,Regulatory Compliance Document - DOC-10281,Compliance Document,Compliance,CHI-01,OWN-029,Active,Approved,Internal,3,1,0,2,0,50,50,High Risk
DOC-10380,Quality Inspection Record - DOC-10380,Quality Record,Engineering,CHI-01,OWN-009,Active,Approved,Internal,3,1,0,2,0,50,50,High Risk
DOC-10431,Operational Work Instruction - DOC-10431,Work Instruction,Program Management,CHI-01,OWN-001,Draft,Pending,Confidential,3,1,0,2,0,50,50,High Risk
DOC-10486,Operational Work Instruction - DOC-10486,Work Instruction,Engineering,CHI-01,OWN-008,Draft,Pending,Restricted,3,1,0,2,0,50,50,High Risk
DOC-10580,Operational Work Instruction - DOC-10580,Work Instruction,Finance,MTY-01,OWN-029,Active,Approved,Confidential,3,1,0,2,0,50,50,High Risk
DOC-10605,Operational Work Instruction - DOC-10605,Work Instruction,Finance,CHI-01,OWN-035,Active,Approved,Public,3,1,0,2,0,50,50,High Risk
DOC-10724,Service Contract Agreement - DOC-10724,Contract,Operations,QRO-01,OWN-024,Active,Approved,Restricted,3,1,0,2,0,50,50,High Risk
DOC-10889,Quality Inspection Record - DOC-10889,Quality Record,Compliance,MTY-01,OWN-032,Active,Approved,Internal,3,1,0,2,0,50,50,High Risk
DOC-10224,Non-Disclosure Agreement - DOC-10224,NDA,Engineering,CHI-01,,Draft,Approved,Internal,3,0,2,1,0,50,50,High Risk
DOC-10229,Non-Disclosure Agreement - DOC-10229,NDA,Compliance,CHI-02,OWN-050,Draft,Approved,Internal,3,0,2,1,0,50,50,High Risk
DOC-10356,Regulatory Compliance Document - DOC-10356,Compliance Document,Compliance,MTY-01,OWN-027,Active,Approved,Public,3,0,2,1,0,50,50,High Risk
DOC-10565,Operational Work Instruction - DOC-10565,Work Instruction,Quality,CHI-02,OWN-019,Draft,Approved,Public,3,0,2,1,0,50,50,High Risk
DOC-10917,Service Contract Agreement - DOC-10917,Contract,Engineering,ELP-01,OWN-030,Expired,Approved,Internal,3,0,2,1,0,50,50,High Risk
DOC-10004,Regulatory Compliance Document - DOC-10004,Compliance Document,Engineering,,OWN-039,Draft,Approved,Public,3,1,0,1,1,45,55,High Risk
DOC-10310,Standard Operating Procedure - DOC-10310,SOP,,CHI-01,OWN-018,Active,Rejected,Internal,3,1,0,1,1,45,55,High Risk
DOC-10508,Non-Disclosure Agreement - DOC-10508,NDA,Supply Chain,,OWN-005,Active,Approved,Internal,3,1,0,1,1,45,55,High Risk
DOC-10618,Service Contract Agreement - DOC-10618,Contract,,CHI-02,OWN-016,Active,Approved,Public,3,1,0,1,1,45,55,High Risk
DOC-10798,Quality Inspection Record - DOC-10798,Quality Record,Quality,,OWN-007,Active,Missing,Internal,3,1,0,1,1,45,55,High Risk
DOC-10006,Non-Disclosure Agreement - DOC-10006,NDA,Compliance,ELP-01,OWN-005,Active,Rejected,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10008,Service Contract Agreement - DOC-10008,Contract,Operations,ELP-01,OWN-033,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10018,Operational Work Instruction - DOC-10018,Work Instruction,Program Management,CHI-02,OWN-006,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10019,Regulatory Compliance Document - DOC-10019,Compliance Document,Finance,CHI-02,OWN-031,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10022,Operational Work Instruction - DOC-10022,Work Instruction,Compliance,CHI-02,OWN-017,Draft,Pending,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10023,Standard Operating Procedure - DOC-10023,SOP,Supply Chain,MTY-01,OWN-035,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10033,Operational Work Instruction - DOC-10033,Work Instruction,Supply Chain,MTY-01,OWN-029,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10044,Regulatory Compliance Document - DOC-10044,Compliance Document,Operations,ELP-01,OWN-020,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10054,Regulatory Compliance Document - DOC-10054,Compliance Document,Program Management,MTY-01,OWN-032,Active,Missing,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10071,Quality Inspection Record - DOC-10071,Quality Record,Finance,ELP-01,OWN-008,Active,Approved,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10078,Regulatory Compliance Document - DOC-10078,Compliance Document,Engineering,QRO-01,OWN-037,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10080,Non-Disclosure Agreement - DOC-10080,NDA,Compliance,QRO-01,OWN-010,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10082,Quality Inspection Record - DOC-10082,Quality Record,Operations,CHI-01,OWN-039,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10084,Standard Operating Procedure - DOC-10084,SOP,Program Management,ELP-01,OWN-009,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10085,Non-Disclosure Agreement - DOC-10085,NDA,Operations,CHI-01,OWN-021,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10092,Regulatory Compliance Document - DOC-10092,Compliance Document,Operations,ELP-01,OWN-034,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10094,Regulatory Compliance Document - DOC-10094,Compliance Document,Program Management,ELP-01,OWN-039,Active,Pending,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10108,Operational Work Instruction - DOC-10108,Work Instruction,Operations,ELP-01,OWN-022,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10113,Standard Operating Procedure - DOC-10113,SOP,Operations,QRO-01,OWN-026,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10114,Operational Work Instruction - DOC-10114,Work Instruction,Quality,CHI-01,OWN-040,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10119,Service Contract Agreement - DOC-10119,Contract,Engineering,QRO-01,OWN-017,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10120,Quality Inspection Record - DOC-10120,Quality Record,Program Management,CHI-01,OWN-043,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10125,Operational Work Instruction - DOC-10125,Work Instruction,Supply Chain,ELP-01,OWN-033,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10142,Operational Work Instruction - DOC-10142,Work Instruction,Quality,MTY-01,OWN-009,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10143,Standard Operating Procedure - DOC-10143,SOP,Quality,MTY-01,OWN-042,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10151,Operational Work Instruction - DOC-10151,Work Instruction,Operations,QRO-01,OWN-018,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10158,Standard Operating Procedure - DOC-10158,SOP,Engineering,ELP-01,OWN-016,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10160,Operational Work Instruction - DOC-10160,Work Instruction,Quality,MTY-01,OWN-038,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10161,Quality Inspection Record - DOC-10161,Quality Record,Compliance,ELP-01,OWN-049,Draft,Pending,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10163,Regulatory Compliance Document - DOC-10163,Compliance Document,Operations,CHI-01,OWN-024,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10176,Non-Disclosure Agreement - DOC-10176,NDA,Engineering,QRO-01,OWN-022,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10187,Service Contract Agreement - DOC-10187,Contract,Operations,QRO-01,OWN-032,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10197,Operational Work Instruction - DOC-10197,Work Instruction,Compliance,MTY-01,OWN-024,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10203,Operational Work Instruction - DOC-10203,Work Instruction,Finance,QRO-01,OWN-009,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10207,Non-Disclosure Agreement - DOC-10207,NDA,Compliance,CHI-02,OWN-009,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10210,Quality Inspection Record - DOC-10210,Quality Record,Finance,CHI-01,OWN-004,Active,Approved,Restricted,2,1,0,1,0,40,60,Medium Risk
DOC-10243,Service Contract Agreement - DOC-10243,Contract,Quality,CHI-01,OWN-017,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10249,Quality Inspection Record - DOC-10249,Quality Record,Supply Chain,MTY-01,OWN-039,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10254,Quality Inspection Record - DOC-10254,Quality Record,Operations,CHI-01,OWN-011,Active,Pending,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10258,Standard Operating Procedure - DOC-10258,SOP,Finance,CHI-02,OWN-041,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10261,Service Contract Agreement - DOC-10261,Contract,Compliance,ELP-01,OWN-044,Active,Rejected,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10264,Regulatory Compliance Document - DOC-10264,Compliance Document,Finance,CHI-02,OWN-021,Active,Approved,Public,2,1,0,1,0,40,60,Medium Risk
DOC-10270,Operational Work Instruction - DOC-10270,Work Instruction,Compliance,CHI-01,OWN-010,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10271,Regulatory Compliance Document - DOC-10271,Compliance Document,Finance,CHI-02,OWN-040,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10289,Regulatory Compliance Document - DOC-10289,Compliance Document,Finance,QRO-01,OWN-045,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10294,Standard Operating Procedure - DOC-10294,SOP,Finance,ELP-01,OWN-025,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10303,Non-Disclosure Agreement - DOC-10303,NDA,Quality,CHI-02,OWN-025,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10307,Non-Disclosure Agreement - DOC-10307,NDA,Engineering,QRO-01,OWN-038,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10311,Regulatory Compliance Document - DOC-10311,Compliance Document,Finance,QRO-01,OWN-038,Active,Approved,Confidential,2,1,0,1,0,40,60,Medium Risk
DOC-10319,Quality Inspection Record - DOC-10319,Quality Record,Finance,QRO-01,OWN-010,Active,Approved,Internal,2,1,0,1,0,40,60,Medium Risk
DOC-10320,Regulatory Compliance Document - DOC-10320,Compliance Document,Program Management,QRO-01,OWN-031,Active,Rejected,Internal,2,1,0,1,0,40,60,Medium Risk
